item_code,item_name,description,brand,item_group,stock_uom,uom_conversions,barcode,manufacturer_part_no,disabled,available_qty,list_price
NRD-CHIC0411,Halberg Chicken Breast Strips 10kg,"Chicken Breast Strips, pack: 10kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",989193967802,,0,0,224.45
NRD-PRAW0266,Halberg Prawn PDTO 1kg,"Prawn PDTO, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",944780549643,,0,150,302.77
NRD-FULL0410,Golden Pantry Full Cream Milk Fresh 200ml,"Full Cream Milk Fresh, pack: 200ml. Brand Golden Pantry. Sold per Nos.",Golden Pantry,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,12,40.92
NRD-POTA0485,Nordvik Potato Fries 7mm 1kg,"Potato Fries 7mm, pack: 1kg. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",944325165337,NOR604753,0,150,267.77
NRD-CHIC0144,Golden Pantry Chicken Breast Diced 5kg,"Chicken Breast Diced, pack: 5kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",942735949711,,0,900,397.69
NRD-MOZZ0170,Golden Pantry Mozzarella Diced 2kg,"Mozzarella Diced, pack: 2kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",918450972028,GOL015876,0,0,70.05
NRD-PRAW0097,Fjordal Prawn 31/40 1kg,"Prawn 31/40, pack: 1kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",933770509692,,0,0,154.13
NRD-SQUI0434,Fjordal Squid Ring Breaded 1kg,"Squid Ring Breaded, pack: 1kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",985518860190,,0,900,134.54
NRD-PRAW0051,Sisu Prawn 31/40 1kg,"Prawn 31/40, pack: 1kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,SIS193763,0,3,181.65
NRD-SALM0064B,Sisu Salmon Fillet Portion 1kg (Bulk),"Salmon Fillet Portion, pack: 1kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",995067535618,,0,900,426.31
NRD-VANI0202,Sisu Vanilla Ice Cream Cone 6s,"Vanilla Ice Cream Cone, pack: 6s. Brand Sisu. Sold per Nos.",Sisu,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,SIS326372,0,0,213.5
NRD-FULL0082,Golden Pantry Full Cream Milk Fresh 2L,"Full Cream Milk Fresh, pack: 2L. Brand Golden Pantry. Sold per Nos.",Golden Pantry,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,0,185.55
NRD-PUFF0281,Halberg Puff Pastry Block 1kg,"Puff Pastry Block, pack: 1kg. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,150,213.73
NRD-PRAW0053,Golden Pantry Prawn 16/20 2kg,"Prawn 16/20, pack: 2kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",965657626624,,0,40,412.79
NRD-POTA0128,Sisu Potato Fries Wedge 2.5kg,"Potato Fries Wedge, pack: 2.5kg. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",914015692542,SIS273636,0,0,225.54
NRD-SALM0448,Fjordal Salmon Fillet Side 5kg,"Salmon Fillet Side, pack: 5kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,426.33
NRD-SALM0201,Halberg Salmon Fillet Side 1kg,"Salmon Fillet Side, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,150,26.6
NRD-VANI0242,Cape Bay Vanilla Ice Cream Tub 1L,"Vanilla Ice Cream Tub, pack: 1L. Brand Cape Bay. Sold per Nos.",Cape Bay,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",995297993128,,0,12,143.05
NRD-VANI0345,Golden Pantry Vanilla Ice Cream Cone 1L,"Vanilla Ice Cream Cone, pack: 1L. Brand Golden Pantry. Sold per Nos.",Golden Pantry,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",961180387324,GOL029709,0,0,210.08
NRD-PRAW0291,Sisu Prawn PDTO 2kg,"Prawn PDTO, pack: 2kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,150,426.28
NRD-MOZZ0364,Nordvik Mozzarella Shredded 1kg,"Mozzarella Shredded, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,NOR518454,0,900,61.37
NRD-SALM0470,Halberg Salmon Fillet Portion 3kg,"Salmon Fillet Portion, pack: 3kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",966175147714,,0,0,103.7
NRD-SALM0404,Halberg Salmon Fillet Trim D 1kg,"Salmon Fillet Trim D, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",938274301176,HAL141075,0,0,80.21
NRD-BUTT0399,Cape Bay Butter Unsalted Sheet 5kg,"Butter Unsalted Sheet, pack: 5kg. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",925942348053,,0,150,51.92
NRD-POTA0238,Fjordal Potato Fries 7mm 2.5kg,"Potato Fries 7mm, pack: 2.5kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,900,15.13
NRD-MOZZ0205,Sisu Mozzarella Shredded 2kg,"Mozzarella Shredded, pack: 2kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",982585916350,,0,150,168.64
NRD-SALM0033,Nordvik Salmon Fillet Trim D 5kg,"Salmon Fillet Trim D, pack: 5kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,150,10.93
NRD-MOZZ0054,Halberg Mozzarella Block 2kg,"Mozzarella Block, pack: 2kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",965675921628,,0,900,225.28
NRD-CHIC0215,Golden Pantry Chicken Breast Whole 10kg,"Chicken Breast Whole, pack: 10kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,3,365.71
NRD-CHIC0396,Halberg Chicken Breast Strips 2kg,"Chicken Breast Strips, pack: 2kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",992384568405,HAL908066,0,900,2.33
NRD-BEEF0265,Golden Pantry Beef Patty 150g 48s,"Beef Patty 150g, pack: 48s. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,GOL138087,0,12,416.48
NRD-CHIC0162,Nordvik Chicken Breast Whole 10kg,"Chicken Breast Whole, pack: 10kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",902480568416,NOR751132,0,0,331.14
NRD-BEEF0014,Halberg Beef Patty 150g 48s,"Beef Patty 150g, pack: 48s. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,HAL733491,0,0,457.36
NRD-SALM0123,Cape Bay Salmon Fillet Portion 5kg,"Salmon Fillet Portion, pack: 5kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,12,356.11
NRD-SQUI0304,Halberg Squid Ring Breaded 2kg,"Squid Ring Breaded, pack: 2kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",938287623581,,0,0,191.74
NRD-PUFF0296,Nordvik Puff Pastry Block 5kg,"Puff Pastry Block, pack: 5kg. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",925953763715,,0,12,133.43
NRD-PUFF0408,Golden Pantry Puff Pastry Sheet 5kg,"Puff Pastry Sheet, pack: 5kg. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,GOL613727,0,12,470.16
NRD-BEEF0343,Nordvik Beef Patty 100g 24s,"Beef Patty 100g, pack: 24s. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",912485579250,NOR448675,0,3,414.27
NRD-SALM0100,Nordvik Salmon Fillet Side 5kg,"Salmon Fillet Side, pack: 5kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",918452657287,,0,3,288.37
NRD-POTA0158,Golden Pantry Potato Fries Crinkle 2.5kg,"Potato Fries Crinkle, pack: 2.5kg. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,GOL944715,0,900,27.01
NRD-CHIC0219,Cape Bay Chicken Breast Whole 1kg,"Chicken Breast Whole, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",909774303392,,0,12,314.24
NRD-BEEF0185,Halberg Beef Patty 200g 12s,"Beef Patty 200g, pack: 12s. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,12,94.03
NRD-SALM0114,Golden Pantry Salmon Fillet Side 5kg,"Salmon Fillet Side, pack: 5kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",988659434945,GOL745439,0,40,175.26
NRD-VANI0190,Cape Bay Vanilla Ice Cream Cone 4L,"Vanilla Ice Cream Cone, pack: 4L. Brand Cape Bay. Sold per Nos.",Cape Bay,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",936662304663,,0,3,101.16
NRD-CHIC0153,Cape Bay Chicken Breast Whole 10kg,"Chicken Breast Whole, pack: 10kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",964352308397,,0,12,113.43
NRD-BEEF0284,Golden Pantry Beef Patty 150g 24s,"Beef Patty 150g, pack: 24s. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",932540510214,,0,0,335.09
NRD-BEEF0072,Sisu Beef Patty 100g 48s,"Beef Patty 100g, pack: 48s. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,0,59.9
NRD-PUFF0297-OLD,Sisu Puff Pastry Block 2kg,"Puff Pastry Block, pack: 2kg. Brand Sisu. Sold per Packet. (superseded)",Sisu,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,1,0,6.21
NRD-FULL0462,Nordvik Full Cream Milk UHT 2L,"Full Cream Milk UHT, pack: 2L. Brand Nordvik. Sold per Nos.",Nordvik,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,150,117.83
NRD-SQUI0488,Golden Pantry Squid Ring Breaded 2kg,"Squid Ring Breaded, pack: 2kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",912709169623,GOL415700,0,0,421.02
NRD-BEEF0439,Cape Bay Beef Patty 200g 24s,"Beef Patty 200g, pack: 24s. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,0,462.68
NRD-PRAW0256,Cape Bay Prawn PDTO 1kg,"Prawn PDTO, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,CAP671827,0,12,159.38
NRD-MISC005,SAMPLE - DO NOT SELL,,,All Items > Frozen > Misc,Nos,"[{""uom"": ""Nos"", ""conversion_factor"": 1.0}]",,,0,0,0.0
NRD-PUFF0171,Fjordal Puff Pastry Sheet 2kg,"Puff Pastry Sheet, pack: 2kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",914859448467,,0,0,10.81
NRD-BUTT0003,Fjordal Butter Unsalted Block 250g,"Butter Unsalted Block, pack: 250g. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",981617865971,,0,0,206.5
NRD-FULL0127,Sisu Full Cream Milk Fresh 200ml,"Full Cream Milk Fresh, pack: 200ml. Brand Sisu. Sold per Nos.",Sisu,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",953440220349,SIS157233,0,900,413.57
NRD-WHIP0328,Fjordal Whipping Cream 38% 1L,"Whipping Cream 38%, pack: 1L. Brand Fjordal. Sold per Nos.",Fjordal,All Items > Frozen > Whipping Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",967665022153,,0,0,303.27
NRD-CHIC0169,Halberg Chicken Breast Strips 1kg,"Chicken Breast Strips, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",920313316364,HAL528147,0,12,99.41
NRD-CHIC0233,Cape Bay Chicken Breast Diced 10kg,"Chicken Breast Diced, pack: 10kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,900,389.44
NRD-VANI0075,Halberg Vanilla Ice Cream Cone 4L,"Vanilla Ice Cream Cone, pack: 4L. Brand Halberg. Sold per Nos.",Halberg,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,150,338.11
NRD-SQUI0022,Fjordal Squid Ring Raw 1kg,"Squid Ring Raw, pack: 1kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",934583227535,FJO303942,0,150,177.52
NRD-FULL0038,Sisu Full Cream Milk Fresh 2L,"Full Cream Milk Fresh, pack: 2L. Brand Sisu. Sold per Nos.",Sisu,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",950033018285,,0,0,89.98
NRD-POTA0086,Fjordal Potato Fries Wedge 2.5kg,"Potato Fries Wedge, pack: 2.5kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",919089539087,,0,12,358.99
NRD-PUFF0303,Halberg Puff Pastry Block 2kg,"Puff Pastry Block, pack: 2kg. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,12,65.56
NRD-MOZZ0145,Nordvik Mozzarella Block 2kg,"Mozzarella Block, pack: 2kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,12,348.74
NRD-CHIC0008,Sisu Chicken Breast Strips 2kg,"Chicken Breast Strips, pack: 2kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,150,161.18
NRD-BEEF0469,Nordvik Beef Patty 150g 24s,"Beef Patty 150g, pack: 24s. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,NOR287692,0,900,127.16
NRD-BEEF0351-OLD,Fjordal Beef Patty 200g 12s,"Beef Patty 200g, pack: 12s. Brand Fjordal. Sold per Packet. (superseded)",Fjordal,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",984936114672,,1,0,203.61
